time_in_cycles,setting_1,TRA,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,failure
143,25.0018,60,462.54,537.04,1259.55,1060.14,7.05,9.03,175.3,1915.27,8007,36.78,165.12,2028.13,7870.68,310,1915,84.93,14.04,8.5091,0
144,41.9985,100,445,549.95,1354.59,1131.84,3.91,5.72,137.51,2211.76,8322.02,42.34,130.52,2387.8,8079.26,330,2212,100,10.53,6.295,0
145,42.0059,100,445,549.9,1360.64,1139.83,3.91,5.72,137.88,2211.73,8317.77,42.31,129.78,2387.8,8082.42,331,2212,100,10.41,6.3484,0
146,42.0064,100,445,549.96,1354.3,1130.4,3.91,5.71,138.13,2211.74,8318.88,42.24,130.23,2387.76,8081.24,332,2212,100,10.51,6.3331,0
147,0.0022,100,518.67,643.01,1595.38,1415.65,14.62,21.61,552.93,2388.18,9052.75,47.95,520.26,2388.16,8131.9,393,2388,100,38.74,23.1173,0
148,24.9981,60,462.54,536.89,1269.3,1058.17,7.05,9.03,174.74,1915.19,8014.85,36.98,164.47,2028.12,7874.25,307,1915,84.93,14.26,8.527,0
149,42.0057,100,445,549.92,1359.54,1141.72,3.91,5.71,138.33,2211.68,8311.25,42.43,130.3,2387.75,8076.11,331,2212,100,10.45,6.3745,0
150,42.0068,100,445,550.31,1356.24,1140.3,3.91,5.71,138.17,2211.71,8315.86,42.48,130.45,2387.72,8080.33,333,2212,100,10.43,6.3315,0
151,10.0069,100,489.05,605.77,1502.64,1317.86,10.52,15.5,393.44,2319.06,8775.86,45.68,371.05,2388.24,8121.26,371,2319,100,28.28,17.0966,0
152,35.0058,100,449.44,556.45,1369.67,1135.65,5.48,8,194.37,2222.85,8347.83,42.14,182.83,2387.88,8056.39,334,2223,100,14.76,8.9314,0
153,35.0048,100,449.44,556.02,1376.59,1143.32,5.48,8,194.36,2222.86,8349.95,42.38,182.91,2387.93,8054.99,334,2223,100,14.86,8.8768,0
154,34.9998,100,449.44,556.44,1376.16,1138.56,5.48,8,194.23,2222.83,8349.79,42.22,182.9,2387.93,8066.93,336,2223,100,15.03,8.9115,0
155,20.0073,100,491.19,608.08,1499.34,1261.54,9.35,13.66,333.99,2324.04,8716.64,44.67,314.37,2388.16,8050.38,367,2324,100,24.33,14.5493,0
156,35.0078,100,449.44,556.45,1366.04,1137.79,5.48,8,194.1,2222.81,8345.69,42.39,182.51,2387.88,8055.76,336,2223,100,14.74,8.8131,0
157,42.0061,100,445,549.72,1363.87,1132.12,3.91,5.72,137.95,2211.57,8322.28,42.28,129.98,2387.71,8075.89,333,2212,100,10.61,6.3132,0
158,0.001,100,518.67,642.94,1593.79,1419.27,14.62,21.61,552.63,2388.22,9045.09,47.97,520.32,2388.22,8126.82,394,2388,100,38.72,23.1387,0
159,35.0078,100,449.44,556.36,1375.02,1136.2,5.48,8,194.23,2222.69,8344.83,42.45,182.79,2387.82,8055.96,335,2223,100,14.77,8.7693,0
160,34.9994,100,449.44,555.87,1383.83,1148.53,5.48,8,194.14,2222.83,8341.59,42.3,182.7,2387.85,8058.87,336,2223,100,14.78,8.8858,0
161,9.9989,100,489.05,605.92,1506.21,1317.51,10.52,15.5,393.23,2319.08,8774.48,45.67,370.12,2388.3,8120.61,371,2319,100,28.32,16.913,0
162,20.0057,100,491.19,608.47,1487.79,1266.51,9.35,13.66,333.77,2324.02,8706.26,44.8,313.38,2388.13,8053.84,368,2324,100,24.36,14.5341,0
163,0.003,100,518.67,643.46,1585.36,1424.95,14.62,21.61,552.31,2388.25,9046.38,47.89,520.35,2388.28,8121.67,394,2388,100,38.57,23.1421,0
164,35.0015,100,449.44,556.66,1378.06,1140.38,5.48,8,194.25,2222.79,8348.69,42.27,182.39,2387.81,8056.03,336,2223,100,14.78,8.838,0
165,0.0004,100,518.67,642.87,1597.74,1422.18,14.62,21.61,552.11,2388.19,9046.83,47.99,520.55,2388.31,8130.53,393,2388,100,38.54,23.139,0
166,19.9983,100,491.19,607.93,1497.01,1264.91,9.35,13.66,333.4,2324.05,8717.67,45.06,314.32,2388.25,8049.38,366,2324,100,24.21,14.4422,0
167,42.0003,100,445,550.82,1361.26,1139.65,3.91,5.71,138.5,2211.55,8315.95,42.54,129.72,2387.59,8078.48,332,2212,100,10.65,6.2106,0
168,25.002,60,462.54,537.34,1265.83,1057.24,7.05,9.03,175,1915.17,8009.51,37.31,163.85,2027.99,7870.23,308,1915,84.93,14.27,8.4817,0
169,19.9986,100,491.19,608.14,1495.93,1265.81,9.35,13.66,333.57,2324.02,8719.34,45.01,313.61,2388.25,8050.83,368,2324,100,24.42,14.4344,0
170,35.0071,100,449.44,556.36,1380.84,1143.04,5.48,8,193.76,2222.73,8340.93,42.45,182.98,2387.83,8055.65,338,2223,100,14.54,8.7321,0
171,42.0015,100,445,550.43,1367.06,1138.03,3.91,5.72,138.57,2211.54,8321.34,42.91,129.97,2387.51,8068.06,333,2212,100,10.59,6.2336,0
172,42.0036,100,445,550.63,1357.6,1144.69,3.91,5.72,138.32,2211.53,8314.67,42.78,130.28,2387.58,8068.91,332,2212,100,10.51,6.2101,0
173,35.0074,100,449.44,556.61,1372.17,1148.06,5.48,8,193.68,2222.73,8338.77,42.52,182.74,2387.84,8055.89,336,2223,100,14.61,8.8702,0
174,42.0054,100,445,550.7,1363.6,1139.32,3.91,5.72,137.91,2211.53,8311.23,42.63,130.16,2387.53,8070.74,333,2212,100,10.41,6.2944,0
175,42.0012,100,445,550.82,1366.97,1145.99,3.91,5.71,138.54,2211.5,8309.3,42.82,130.42,2387.53,8065.96,334,2212,100,10.54,6.2313,1
1,10.0076,100,489.05,604.77,1498.63,1301.21,10.52,15.49,394.05,2318.91,8766.12,45.2,371.67,2388.08,8126.07,369,2319,100,28.7,17.1857,0
2,24.9997,60,462.54,536.81,1251.66,1041.52,7.05,9.02,175.41,1915.25,8009.61,36.77,164.82,2028.21,7871.16,308,1915,84.93,14.42,8.6057,0
3,42.0009,100,445,549.36,1353.06,1124.45,3.91,5.72,138.96,2211.82,8310.91,41.68,131.03,2387.85,8078.87,328,2212,100,10.87,6.4256,0
4,42.0079,100,445,549.27,1351.46,1122.16,3.91,5.71,138.53,2211.81,8317.02,41.88,130.74,2387.88,8081.24,330,2212,100,10.58,6.3672,0
5,35.0039,100,449.44,555.36,1359.37,1128.43,5.48,8,195.54,2222.8,8345.46,41.82,183.13,2387.9,8061.99,335,2223,100,14.85,8.9327,0
6,9.9992,100,489.05,604.74,1501.02,1300.22,10.52,15.49,394.94,2318.84,8770.94,45.37,371.56,2388.1,8127.18,369,2319,100,28.69,17.1609,0
7,20,100,491.19,607.2,1492.18,1250.88,9.35,13.65,335.16,2323.93,8711.15,44.29,315.44,2388.04,8057.72,364,2324,100,24.49,14.7349,0
8,42.0044,100,445,549.91,1348.85,1123.02,3.91,5.72,138.14,2211.87,8315.07,41.9,130.91,2387.87,8078.74,329,2212,100,10.54,6.4003,0
9,42.0013,100,445,548.8,1343.41,1115.89,3.91,5.72,139.26,2211.82,8319.05,41.92,130.5,2387.83,8077.02,330,2212,100,10.48,6.3185,0
10,20.0053,100,491.19,607.32,1474.66,1244.07,9.35,13.65,335.01,2323.91,8719.26,44.21,315.25,2387.99,8054.09,365,2324,100,24.68,14.7285,0
11,41.9983,100,445,549.61,1350.14,1123.27,3.91,5.71,138.39,2211.81,8313.86,41.91,130.87,2387.88,8079.28,327,2212,100,10.61,6.3818,0
12,9.9996,100,489.05,604.87,1497.28,1303.02,10.52,15.49,394.52,2318.84,8777.39,45.15,371.9,2388.08,8122.56,369,2319,100,28.78,17.2155,0
13,20.0007,100,491.19,607,1480.77,1249.71,9.35,13.65,334.56,2323.89,8714.32,44.2,315.43,2388.05,8053.76,363,2324,100,24.49,14.675,0
14,42.0039,100,445,548.63,1351.1,1118.12,3.91,5.72,139.14,2211.8,8313.82,41.79,130.57,2387.88,8084.67,328,2212,100,10.68,6.4272,0
15,10.0053,100,489.05,604.25,1498.23,1310.11,10.52,15.49,395.11,2318.92,8768.51,45.25,371.97,2388.19,8121.08,367,2319,100,28.58,17.1471,0
16,25.0052,60,462.54,536.4,1263.48,1045.57,7.05,9.02,175.07,1915.23,8006.95,36.61,164.42,2028.13,7869.76,306,1915,84.93,14.36,8.7335,0
17,42.0058,100,445,549.71,1352.99,1125.33,3.91,5.71,138.39,2211.81,8315.05,41.93,130.36,2387.95,8078.78,329,2212,100,10.92,6.3983,0
18,20.0002,100,491.19,606.42,1480.98,1250.56,9.35,13.65,335.43,2323.91,8714.34,44.26,315.23,2388.02,8059.85,364,2324,100,24.67,14.8031,0
19,42.0013,100,445,549.25,1347.99,1123.26,3.91,5.71,139.12,2211.83,8316.62,42.06,130.63,2387.89,8081.5,328,2212,100,10.68,6.3556,0
20,20.0054,100,491.19,607.28,1484.05,1245.12,9.35,13.65,334.96,2323.89,8726.07,44.28,315.85,2388.02,8054.61,364,2324,100,24.59,14.7851,0
21,35.0068,100,449.44,554.98,1369.54,1120.75,5.48,8,194.9,2222.84,8342.64,41.81,183.57,2387.95,8059.99,335,2223,100,14.87,8.9405,0
22,42.0064,100,445,548.76,1343.45,1120.49,3.91,5.71,138.74,2211.86,8307.14,42.01,130.28,2387.87,8075.41,330,2212,100,10.6,6.3241,0
23,10.0072,100,489.05,604.49,1493.44,1305.87,10.52,15.49,395.38,2318.83,8769.22,45.28,371.76,2388.03,8122.81,370,2319,100,28.57,17.2215,0
24,25.0069,60,462.54,536.32,1259.38,1045.91,7.05,9.02,176.49,1915.21,7999.02,36.71,164.41,2028.13,7869.42,307,1915,84.93,14.2,8.4802,0
25,42.0051,100,445,549.06,1349.84,1120.99,3.91,5.71,139.08,2211.75,8314.76,42,130.68,2387.9,8078.62,328,2212,100,10.62,6.4243,0
26,20.0073,100,491.19,607.51,1480.71,1244.6,9.35,13.65,334.96,2323.88,8711.46,44.13,315.25,2388.02,8057.08,363,2324,100,24.68,14.6759,0
27,42.0052,100,445,549.24,1352.38,1122.97,3.91,5.71,138.6,2211.83,8311.06,42.04,130.24,2387.94,8078.49,330,2212,100,10.6,6.4198,0
28,10.0051,100,489.05,604.73,1498.74,1302.96,10.52,15.49,394.91,2318.85,8763.43,45.2,371.44,2388.09,8127.38,369,2319,100,28.67,17.1198,0
29,19.9981,100,491.19,607.59,1485.47,1250.91,9.35,13.65,335.19,2323.87,8711.87,44.35,315.14,2388.04,8060.42,364,2324,100,24.66,14.8993,0
30,25.0002,60,462.54,537.11,1259.49,1045.26,7.05,9.02,175.31,1915.29,8012.53,36.67,164.99,2028.14,7872.93,306,1915,84.93,14.05,8.4999,0
31,20.0062,100,491.19,607.07,1482.34,1249.26,9.35,13.65,335.19,2323.88,8715.46,44.25,315.66,2387.98,8059.86,363,2324,100,24.51,14.7821,0
32,25.0079,60,462.54,536.8,1261.88,1044.84,7.05,9.03,175.74,1915.26,8002.04,36.65,164.93,2028.17,7872.44,307,1915,84.93,14.29,8.646,0
33,0.0003,100,518.67,642.53,1584.12,1398.82,14.62,21.61,553.96,2388.05,9050.76,47.11,521.98,2388.08,8137.61,392,2388,100,39,23.3547,0
34,20.0012,100,491.19,607.4,1481.26,1250.87,9.35,13.66,334.13,2323.89,8714.92,44.2,314.99,2388.03,8057.75,365,2324,100,24.49,14.6872,0
35,42.0038,100,445,549.32,1346.59,1128.09,3.91,5.72,138.9,2211.89,8320,41.89,130.97,2387.9,8082.63,330,2212,100,10.72,6.391,0
36,41.9992,100,445,549.62,1356.74,1121.98,3.91,5.72,138.16,2211.84,8315.23,42.04,130.63,2387.87,8083.34,330,2212,100,10.61,6.3735,0
37,10.0042,100,489.05,604.59,1497.43,1303.44,10.52,15.49,393.41,2318.93,8770.35,45.3,371.83,2388.1,8124.77,369,2319,100,28.52,17.1495,0
38,41.9993,100,445,549.27,1347.9,1119.37,3.91,5.72,138.34,2211.82,8320.6,41.91,130.76,2387.92,8074.68,330,2212,100,10.64,6.4631,0
39,25.004,60,462.54,536.33,1252.16,1041.56,7.05,9.03,175.24,1915.25,8001.74,36.9,164.88,2028.17,7865.53,306,1915,84.93,14.33,8.5744,0
40,25.0018,60,462.54,536.72,1257.72,1046.9,7.05,9.02,175.87,1915.29,8003.27,36.76,164.65,2028.16,7867.85,307,1915,84.93,14.37,8.5573,0
41,42.0069,100,445,549.5,1354.06,1125.13,3.91,5.71,139.4,2211.82,8310.11,42.01,130.65,2387.86,8077.96,330,2212,100,10.52,6.3543,0
42,42.0002,100,445,549.07,1353.33,1120.41,3.91,5.72,138.47,2211.84,8315.81,42,130.9,2387.82,8079.95,331,2212,100,10.69,6.3312,0
43,35.0076,100,449.44,556.21,1368.47,1120.52,5.48,8,194.49,2222.88,8348.15,41.76,183.33,2387.92,8062.84,332,2223,100,14.94,8.9326,0
44,0.0009,100,518.67,642.49,1580.87,1397.28,14.62,21.61,554.03,2388.04,9051.71,47.18,522.04,2388.05,8135.19,392,2388,100,39.01,23.3432,0
45,42.007,100,445,549.23,1354.92,1119.38,3.91,5.71,139.13,2211.82,8320.61,41.91,130.32,2387.97,8085.32,331,2212,100,10.52,6.3278,0
46,35.0075,100,449.44,555.16,1369.07,1131.79,5.48,8,195.57,2222.89,8338.83,41.81,183.35,2388,8069.21,333,2223,100,14.8,8.9642,0
47,25.0029,60,462.54,536.55,1262.67,1049.63,7.05,9.03,176.06,1915.23,8003.4,36.54,165,2028.15,7873.5,308,1915,84.93,14.29,8.4898,0
48,25.0038,60,462.54,536.84,1266.26,1051.27,7.05,9.02,175.09,1915.32,8005.84,36.53,164.85,2028.22,7874.63,307,1915,84.93,14.51,8.5877,0
49,35.0045,100,449.44,555.04,1363.35,1124.6,5.48,8,194.67,2222.88,8346.33,41.88,183.17,2387.98,8066.4,333,2223,100,14.94,8.9725,0
50,0.0025,100,518.67,641.64,1584.05,1400.46,14.62,21.61,554.36,2388.08,9052.21,47.42,521.97,2388.06,8134.88,394,2388,100,38.75,23.3144,0
51,34.9992,100,449.44,555.43,1357.61,1124.58,5.48,8,194.88,2222.87,8342.24,41.85,183.68,2387.96,8061.15,333,2223,100,14.89,8.9475,0
52,9.9989,100,489.05,604.75,1497.57,1306.78,10.52,15.49,395.49,2318.88,8787.06,45.35,371.71,2388.1,8128.59,367,2319,100,28.71,17.0403,0
53,34.9999,100,449.44,555.17,1363.48,1129.82,5.48,8,195.16,2222.91,8344.53,41.8,183.61,2387.99,8066.06,332,2223,100,14.95,8.9544,0
54,41.9982,100,445,548.72,1356.33,1124.48,3.91,5.71,138.8,2211.81,8310.1,41.95,130.26,2387.9,8083.52,330,2212,100,10.5,6.4189,0
55,42.0027,100,445,549.81,1347.82,1124.3,3.91,5.71,138.41,2211.81,8318.36,42.08,130.86,2387.92,8080.5,330,2212,100,10.5,6.3934,0
56,0.0017,100,518.67,642.44,1585.01,1406.4,14.62,21.61,554.07,2388.06,9053.21,47.34,521.99,2388.1,8137.34,393,2388,100,38.8,23.3455,0
57,0.0023,100,518.67,642.38,1587.92,1401.17,14.62,21.61,554.08,2388.07,9058.88,47.27,521.69,2388.02,8129.77,392,2388,100,39.07,23.305,0
58,20.007,100,491.19,607.17,1486.4,1252.99,9.35,13.65,334.66,2323.92,8717.78,44.15,315.41,2388.06,8063.04,363,2324,100,24.47,14.7097,0
59,0.0025,100,518.67,642.54,1588.33,1401.61,14.62,21.61,553.56,2388.08,9055.36,47.18,522.06,2388.06,8142.1,392,2388,100,38.87,23.3924,0
60,0.003,100,518.67,642.01,1587,1399.68,14.62,21.61,553.91,2388.06,9047.6,47.18,522.24,2388.07,8128.95,392,2388,100,38.99,23.3453,0
61,42.0068,100,445,549.35,1347.36,1132.27,3.91,5.72,139.08,2211.88,8319.45,42.09,130.38,2388.01,8076.8,330,2212,100,10.58,6.2521,0
62,20.0011,100,491.19,607.42,1476.12,1253.47,9.35,13.65,334.49,2323.95,8716.04,44.26,314.64,2388.06,8054.49,365,2324,100,24.43,14.7067,0
63,0.0026,100,518.67,642.17,1593.06,1398.52,14.62,21.61,554.36,2388.04,9054.3,47.43,521.98,2388.09,8137.63,392,2388,100,38.93,23.3111,0
64,10.0024,100,489.05,604.52,1501.12,1312.29,10.52,15.49,395.35,2318.89,8772.33,45.24,371.98,2388.12,8131.81,368,2319,100,28.68,17.2558,0
65,10.0033,100,489.05,604.98,1499.4,1305.45,10.52,15.49,394.78,2318.92,8771.4,45.19,371.69,2388.09,8132.93,370,2319,100,28.54,17.2304,0
66,42.0047,100,445,549.79,1353.66,1126.22,3.91,5.72,139.14,2211.87,8316.49,42.01,130.4,2387.92,8081.54,328,2212,100,10.55,6.3604,0
67,19.9992,100,491.19,606.93,1485.1,1249.44,9.35,13.65,334.52,2323.9,8718.42,44.28,315.67,2388.04,8058.07,365,2324,100,24.46,14.6405,0
68,35.0058,100,449.44,555.42,1359.16,1128.17,5.48,8,194.48,2222.92,8348.36,41.83,183.18,2387.97,8069.58,333,2223,100,14.91,8.8831,0
69,35.0061,100,449.44,555.01,1362.89,1127.47,5.48,8,194.35,2222.89,8338.92,41.79,182.42,2387.96,8062.01,333,2223,100,15.1,8.9905,0
70,25.0015,60,462.54,535.99,1261.63,1048.99,7.05,9.03,176.47,1915.31,8017.09,36.63,165.1,2028.2,7874.74,307,1915,84.93,14.12,8.6599,0
71,0.002,100,518.67,642.03,1590.36,1404.63,14.62,21.61,554.05,2388.09,9047.96,47.4,522.06,2388.1,8134.75,392,2388,100,38.7,23.4161,0
72,41.9985,100,445,549.27,1345.75,1124.43,3.91,5.72,138.64,2211.91,8320.16,41.96,130.99,2387.98,8083.67,333,2212,100,10.61,6.3964,0
73,42.0047,100,445,549.13,1352.95,1124.36,3.91,5.71,138.91,2211.88,8317.19,42.11,130.66,2387.97,8087.65,329,2212,100,10.69,6.3112,0
74,20.0038,100,491.19,606.87,1481.93,1251.58,9.35,13.65,334.47,2323.94,8723.58,44.43,315.26,2388.08,8056.02,364,2324,100,24.42,14.7237,0
75,35.0045,100,449.44,555.74,1364.14,1123.14,5.48,8,194.88,2222.9,8347.42,41.84,183.22,2388.01,8063.08,333,2223,100,14.91,8.8521,0
76,20.0062,100,491.19,606.8,1484.87,1251.98,9.35,13.66,334.88,2323.94,8723.13,44.27,314.68,2388.07,8063.58,363,2324,100,24.73,14.6729,0
77,41.999,100,445,549.1,1354.76,1122.05,3.91,5.72,139.21,2211.93,8310.52,42.12,130.92,2388.02,8085.43,332,2212,100,10.65,6.3416,0
78,25.0078,60,462.54,536.84,1263.28,1047.8,7.05,9.02,175.73,1915.28,8022.41,36.42,164.66,2028.19,7873.43,308,1915,84.93,14.47,8.5481,0
79,0.0019,100,518.67,642.49,1588.04,1405.85,14.62,21.61,553.77,2388.06,9049.35,47.27,522.06,2388.04,8136.21,392,2388,100,38.79,23.2167,0
80,0.0005,100,518.67,643.05,1585.43,1409.22,14.62,21.61,553.82,2388.04,9062.37,47.43,522.55,2388.03,8136.63,392,2388,100,38.84,23.3068,0
81,19.9981,100,491.19,607.03,1483.95,1249.71,9.35,13.65,335.06,2323.85,8720.27,44.32,315.33,2388.02,8064.75,366,2324,100,24.42,14.7819,0
82,25.0044,60,462.54,537.18,1260.09,1050.82,7.05,9.03,175.46,1915.37,8007.42,36.68,164.67,2028.21,7865.76,306,1915,84.93,14.33,8.6037,0
83,9.9997,100,489.05,604.45,1503.31,1301.73,10.52,15.49,395.66,2318.9,8775.72,45.38,371.9,2388.13,8131.16,368,2319,100,28.64,17.1782,0
84,19.9997,100,491.19,607.1,1489.04,1246.75,9.35,13.66,334.86,2323.95,8720.63,44.22,315.29,2388.09,8062.74,365,2324,100,24.5,14.7579,0
85,41.9985,100,445,549.69,1354.41,1122.19,3.91,5.72,138.41,2211.93,8319.45,42.1,130.68,2388,8087.43,330,2212,100,10.59,6.4156,0
86,20.0058,100,491.19,607.21,1491.81,1250.84,9.35,13.65,334.42,2323.94,8721.61,44.28,315.19,2388.09,8062.88,363,2324,100,24.48,14.7964,0
87,25.0062,60,462.54,536.36,1265.69,1049.46,7.05,9.03,175.29,1915.3,8009.12,36.8,164.48,2028.18,7873.6,307,1915,84.93,14.45,8.5679,0
88,20.0061,100,491.19,608.09,1481.48,1243.53,9.35,13.65,334.78,2323.97,8724.52,44.27,314.92,2388.05,8060.68,363,2324,100,24.62,14.6284,0
89,0.0018,100,518.67,642.42,1589.1,1403.25,14.62,21.61,552.67,2388.06,9059.57,47.29,522.17,2388.01,8135.87,392,2388,100,38.8,23.325,0
90,42.0067,100,445,549.59,1349.54,1124.9,3.91,5.72,138.48,2211.88,8325.58,41.97,130.7,2388,8085.31,331,2212,100,10.39,6.3279,0
91,35.005,100,449.44,555.49,1371.2,1136.68,5.48,8,194.33,2222.99,8352.53,41.89,183.5,2388.15,8072.49,333,2223,100,14.86,9.0697,0
92,42.0009,100,445,549.91,1355,1116.85,3.91,5.71,138.44,2211.93,8327.52,42.04,130.54,2388.05,8090.12,330,2212,100,10.58,6.3686,0
93,20.0043,100,491.19,608.1,1488.55,1241.35,9.35,13.66,334.77,2323.94,8724.31,44.31,314.64,2388.12,8062.56,364,2324,100,24.37,14.6835,0
94,35.0037,100,449.44,555.39,1358.36,1123.55,5.48,8,194.55,2222.91,8351.69,41.79,183.66,2388.03,8067.59,334,2223,100,14.8,9.003,0
95,25.007,60,462.54,536.87,1267.09,1046.3,7.05,9.03,175.76,1915.41,8009.91,36.79,164.47,2028.3,7872.53,307,1915,84.93,14.3,8.691,0
96,20.0037,100,491.19,607.37,1492.3,1252.19,9.35,13.66,334.71,2323.99,8723.4,44.38,315.52,2388.1,8064.31,367,2324,100,24.43,14.6966,0
97,9.9984,100,489.05,604.58,1495.47,1313.64,10.52,15.49,394.2,2318.92,8783.27,45.26,371.66,2388.14,8132.59,370,2319,100,28.73,17.1301,0
98,10.0031,100,489.05,604.92,1501.03,1308.62,10.52,15.49,395.31,2318.88,8781.11,45.28,371.85,2388.09,8131.83,370,2319,100,28.5,17.1455,0
99,19.9992,100,491.19,607.74,1482.01,1247.72,9.35,13.65,335.08,2323.96,8721.29,44.35,315.33,2388.1,8059.87,364,2324,100,24.6,14.7192,0
100,42.0001,100,445,549.51,1346.46,1124.54,3.91,5.71,138.63,2211.97,8328.45,41.92,130.31,2388.06,8082.2,331,2212,100,10.73,6.4134,0
101,42.0035,100,445,549.36,1358.82,1122.52,3.91,5.72,138.39,2211.95,8326.23,41.99,130.35,2388.03,8086.83,330,2212,100,10.53,6.3342,0
102,10.0019,100,489.05,604.53,1496.86,1302.53,10.52,15.49,394.97,2318.94,8776.31,45.47,371.58,2388.14,8134.89,369,2319,100,28.58,17.2128,0
103,20.001,100,491.19,607.45,1483.73,1252.66,9.35,13.66,334.71,2323.99,8718.09,44.47,315.25,2388.09,8071.53,364,2324,100,24.54,14.6787,0
104,34.9993,100,449.44,555.5,1367.26,1130.5,5.48,8,193.84,2223.01,8348.86,41.99,183.21,2388.1,8068.67,334,2223,100,14.87,8.9395,0
105,35.0061,100,449.44,555.96,1368.57,1121.3,5.48,8,194.67,2223.06,8362.79,41.95,183.11,2388.16,8074.74,333,2223,100,14.99,8.9954,0
106,25.002,60,462.54,536.99,1271.51,1046.09,7.05,9.03,175.08,1915.41,8012.34,36.55,164.02,2028.3,7875.49,307,1915,84.93,14.28,8.4772,0
107,20.0013,100,491.19,607.29,1483.58,1260.06,9.35,13.66,334.67,2323.94,8723.01,44.61,315.11,2388.15,8069.14,366,2324,100,24.45,14.6222,0
108,9.9992,100,489.05,605.16,1503.57,1304.51,10.52,15.49,394.9,2318.96,8789.6,45.31,371.44,2388.16,8143.98,371,2319,100,28.64,17.1671,0
109,25.0041,60,462.54,537.27,1262.02,1045.79,7.05,9.03,175.53,1915.39,8019.14,36.78,164.35,2028.27,7880.17,306,1915,84.93,14.3,8.582,0
110,20.0043,100,491.19,607.99,1477.58,1262.01,9.35,13.66,334.96,2324.01,8734.36,44.31,315.1,2388.11,8069.45,364,2324,100,24.63,14.6468,0
111,34.9989,100,449.44,555.52,1365.99,1137.49,5.48,8,194.15,2223.06,8355.94,41.92,182.99,2388.19,8073.29,333,2223,100,14.9,8.9433,0
112,42.0076,100,445,549.58,1354.24,1130.06,3.91,5.72,138.96,2211.99,8328.05,41.92,131.01,2388.08,8087.49,331,2212,100,10.39,6.3957,0
113,20.0029,100,491.19,607.09,1481.89,1250.92,9.35,13.65,335.43,2324.02,8730.09,44.37,315.13,2388.13,8071.29,363,2324,100,24.48,14.6915,0
114,0.0028,100,518.67,642.69,1588.64,1408.8,14.62,21.61,553.96,2388.11,9059.85,47.43,521.5,2388.06,8141.57,392,2388,100,38.66,23.3883,0
115,25.0032,60,462.54,536.82,1261.12,1047.01,7.05,9.03,175.66,1915.4,8014.98,36.65,164.74,2028.33,7882.62,309,1915,84.93,14.21,8.5336,0
116,20.0024,100,491.19,606.89,1476.86,1248.44,9.35,13.66,334.81,2324.03,8730.7,44.44,314.83,2388.16,8071.74,367,2324,100,24.51,14.6366,0
117,25.0027,60,462.54,537.31,1258.02,1043.7,7.05,9.03,175.12,1915.49,8008.93,36.95,165.18,2028.36,7879.59,307,1915,84.93,14.24,8.5769,0
118,0.0007,100,518.67,642.63,1585.74,1409.67,14.62,21.61,553.42,2388.08,9063.51,47.42,521.32,2388.06,8146.43,394,2388,100,38.78,23.3318,0
119,10.0004,100,489.05,604.79,1504.14,1309.99,10.52,15.5,394.46,2318.97,8788.31,45.48,371.15,2388.19,8141.45,370,2319,100,28.47,17.1137,0
120,20.0001,100,491.19,607.51,1485.17,1252.57,9.35,13.65,334.37,2324.07,8734.16,44.25,314.93,2388.16,8075.13,366,2324,100,24.32,14.7237,0
121,10.0055,100,489.05,605.29,1498.64,1311.42,10.52,15.5,394.12,2318.91,8790.79,45.51,372.26,2388.15,8136.19,371,2319,100,28.6,17.1908,0
122,35.0069,100,449.44,555.92,1364.38,1122.16,5.48,8,194.53,2223.17,8367.73,41.96,182.52,2388.26,8079.39,333,2223,100,14.85,8.9236,0
123,42.0026,100,445,549.43,1357.69,1131.22,3.91,5.71,138.26,2212.15,8339.32,42.09,130.45,2388.2,8092.47,331,2212,100,10.63,6.4795,0
124,42.0009,100,445,549.61,1352.69,1129.86,3.91,5.72,139.01,2212.1,8331.73,42.24,129.99,2388.2,8100.92,330,2212,100,10.61,6.3685,0
125,10.0015,100,489.05,604.96,1501.5,1315.08,10.52,15.49,394.74,2318.95,8802.87,45.55,372.11,2388.16,8143.09,369,2319,100,28.52,17.0898,0
126,10.0022,100,489.05,604.87,1503.41,1305.02,10.52,15.5,393.76,2318.88,8790.76,45.46,370.99,2388.13,8144.25,368,2319,100,28.41,17.1333,0
127,9.9986,100,489.05,605.57,1503.31,1305.01,10.52,15.49,394.2,2318.93,8792.64,45.61,371.12,2388.17,8147.89,370,2319,100,28.29,17.183,0
128,41.9999,100,445,549.33,1353.47,1127.96,3.91,5.72,138.97,2212.2,8337.13,42.06,130.89,2388.26,8108.23,333,2212,100,10.65,6.3202,0
129,24.9994,60,462.54,536.58,1256.37,1046.7,7.05,9.03,175.52,1915.61,8024.94,36.82,165.1,2028.52,7885.59,308,1915,84.93,14.07,8.5667,0
130,25.0071,60,462.54,536.95,1260.84,1053.61,7.05,9.03,175.23,1915.62,8027.11,36.81,164.58,2028.46,7890.89,306,1915,84.93,14.33,8.5485,0
131,0.0013,100,518.67,642.43,1587.24,1407.62,14.62,21.61,552.9,2388.11,9071.19,47.45,521.08,2388.08,8158.38,394,2388,100,38.96,23.3362,0
132,10.0052,100,489.05,604.87,1504.3,1310.67,10.52,15.5,394.54,2318.93,8798.53,45.63,371.48,2388.2,8153.84,369,2319,100,28.34,17.223,0
